1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2Q50710000000000,2,外用,Q,浣腸,5,頓用指示型,発熱時　浣腸,,20220920,99999999,0,0,0,0,0,0,ハツネツジ　カンチョウ,900
2Q50712000000000,2,外用,Q,浣腸,5,頓用指示型,発熱時　浣腸　必ず使用,,20220725,99999999,0,0,0,0,0,0,ハツネツジ　カンチョウ　カナラズシヨウ,900
2Q50717000000000,2,外用,Q,浣腸,5,頓用指示型,発熱時（以下の条件の場合）　浣腸,2434,20220725,99999999,0,1,0,0,0,0,ハツネツジ（イカノジョウケンノバアイ）　カンチョウ,900
2Q50720000000000,2,外用,Q,浣腸,5,頓用指示型,悪寒時　浣腸,2435,20220725,99999999,0,0,0,0,0,0,オカンジ　カンチョウ,900
2Q50810000000000,2,外用,Q,浣腸,5,頓用指示型,かゆい時　浣腸,2436,20220725,99999999,0,0,0,0,0,0,カユイトキ　カンチョウ,900
2Q50820000000000,2,外用,Q,浣腸,5,頓用指示型,発疹時　浣腸,2437,20220725,99999999,0,0,0,0,0,0,ホッシンジ　カンチョウ,900
2Q50910000000000,2,外用,Q,浣腸,5,頓用指示型,発作時　浣腸,2438,20220725,99999999,0,0,0,0,0,0,ホッサジ　カンチョウ,900
2Q50920000000000,2,外用,Q,浣腸,5,頓用指示型,症状ある時　浣腸,2439,20220725,99999999,0,0,0,0,0,0,ショウジョウアルトキ　カンチョウ,900
2Q50A12000000000,2,外用,Q,浣腸,5,頓用指示型,検査前　浣腸,,20230123,99999999,0,0,0,0,0,0,ケンサマエ　カンチョウ,900
2Q50A22000000000,2,外用,Q,浣腸,5,頓用指示型,検査時　浣腸,,20230123,99999999,0,0,0,0,0,0,ケンサジ　カンチョウ,900
2Q50A32000000000,2,外用,Q,浣腸,5,頓用指示型,検査後　浣腸,,20230123,99999999,0,0,0,0,0,0,ケンサゴ　カンチョウ,900
2Q50B10000000000,2,外用,Q,浣腸,5,頓用指示型,起床時　浣腸,2448,20220725,99999999,0,0,0,0,0,0,キショウジ　カンチョウ,900
2Q50B20000000000,2,外用,Q,浣腸,5,頓用指示型,入浴前　浣腸,2449,20220725,99999999,0,0,0,0,0,0,ニュウヨクマエ　カンチョウ,900
2Q50B30000000000,2,外用,Q,浣腸,5,頓用指示型,食事前　浣腸,2450,20220725,99999999,0,0,0,0,0,0,ショクジマエ　カンチョウ,900
2Q50B40000000000,2,外用,Q,浣腸,5,頓用指示型,食事後　浣腸,2451,20220725,99999999,0,0,0,0,0,0,ショクジゴ　カンチョウ,900
2Q50B50000000000,2,外用,Q,浣腸,5,頓用指示型,就寝前　浣腸,2452,20220725,99999999,0,0,0,0,0,0,シュウシンマエ　カンチョウ,900
2Q50B60000000000,2,外用,Q,浣腸,5,頓用指示型,外出時　浣腸,2453,20220725,99999999,0,0,0,0,0,0,ガイシュツジ　カンチョウ,900
2Q50B70000000000,2,外用,Q,浣腸,5,頓用指示型,哺乳時　浣腸,2454,20220725,99999999,0,0,0,0,0,0,ホニュウジ　カンチョウ,900
2Q50W10000000000,2,外用,Q,浣腸,5,頓用指示型,必要時　浣腸,2455,20220725,99999999,0,0,0,0,0,0,ヒツヨウジ　カンチョウ,900
2Q50W20000000000,2,外用,Q,浣腸,5,頓用指示型,適宜　浣腸,2456,20220725,99999999,0,0,0,0,0,0,テキギ　カンチョウ,900
2Q5X000000000000,2,外用,Q,浣腸,5,頓用指示型,体の状態に応じて浣腸,,20220725,99999999,1,1,0,0,0,0,カラダノジョウタイニオウジテカンチョウ,900
2Q61000090000000,2,外用,Q,浣腸,6,生活リズム型,１日１回起床時　浣腸,2101,20220725,99999999,0,0,0,0,0,0,１ニチ１カイキショウジ　カンチョウ,900
2Q61000900000000,2,外用,Q,浣腸,6,生活リズム型,１日１回朝　浣腸,2102,20220725,99999999,0,0,0,0,0,0,１ニチ１カイアサ　カンチョウ,900
2Q61000A00000000,2,外用,Q,浣腸,6,生活リズム型,１日１回午前　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ１カイゴゼン　カンチョウ,900
2Q61009000000000,2,外用,Q,浣腸,6,生活リズム型,１日１回昼　浣腸,2103,20220725,99999999,0,0,0,0,0,0,１ニチ１カイヒル　カンチョウ,900
2Q61090000000000,2,外用,Q,浣腸,6,生活リズム型,１日１回夕　浣腸,2104,20220725,99999999,0,0,0,0,0,0,１ニチ１カイユウ　カンチョウ,900
2Q610A0000000000,2,外用,Q,浣腸,6,生活リズム型,１日１回午後　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ１カイゴゴ　カンチョウ,900
2Q61100000000000,2,外用,Q,浣腸,6,生活リズム型,１日１回就寝時　浣腸,2105,20220725,99999999,0,0,0,0,0,0,１ニチ１カイシュウシンジ　カンチョウ,900
2Q62000990000000,2,外用,Q,浣腸,6,生活リズム型,１日２回起床時と朝　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ２カイキショウジトアサ　カンチョウ,900
2Q62009090000000,2,外用,Q,浣腸,6,生活リズム型,１日２回起床時と昼　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ２カイキショウジトヒル　カンチョウ,900
2Q62090090000000,2,外用,Q,浣腸,6,生活リズム型,１日２回起床時と夕　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ２カイキショウジトユウ　カンチョウ,900
2Q62100090000000,2,外用,Q,浣腸,6,生活リズム型,１日２回起床時と就寝前　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ２カイキショウジトシュウシンマエ　カンチョウ,900
2Q62009900000000,2,外用,Q,浣腸,6,生活リズム型,１日２回朝昼　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ２カイアサヒル　カンチョウ,900
2Q62090900000000,2,外用,Q,浣腸,6,生活リズム型,１日２回朝夕　浣腸,2106,20220725,99999999,0,0,0,0,0,0,１ニチ２カイアサユウ　カンチョウ,900
2Q620A0A00000000,2,外用,Q,浣腸,6,生活リズム型,１日２回午前と午後　浣腸,2108,20220725,99999999,0,0,0,0,0,0,１ニチ２カイゴゼントゴゴ　カンチョウ,900
2Q62100900000000,2,外用,Q,浣腸,6,生活リズム型,１日２回朝と就寝前　浣腸,2107,20220725,99999999,0,0,0,0,0,0,１ニチ２カイアサトシュウシンマエ　カンチョウ,900
2Q62099000000000,2,外用,Q,浣腸,6,生活リズム型,１日２回昼夕　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ２カイヒルユウ　カンチョウ,900
2Q62109000000000,2,外用,Q,浣腸,6,生活リズム型,１日２回昼と就寝前　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ２カイヒルトシュウシンマエ　カンチョウ,900
2Q62190000000000,2,外用,Q,浣腸,6,生活リズム型,１日２回夕と就寝前　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ２カイユウトシュウシンマエ　カンチョウ,900
2Q63009990000000,2,外用,Q,浣腸,6,生活リズム型,１日３回起床時と朝昼　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ３カイキショウジトアサヒル　カンチョウ,900
2Q63090990000000,2,外用,Q,浣腸,6,生活リズム型,１日３回起床時と朝夕　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ３カイキショウジトアサユウ　カンチョウ,900
2Q63099090000000,2,外用,Q,浣腸,6,生活リズム型,１日３回起床時と昼夕　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ３カイキショウジトヒルユウ　カンチョウ,900
2Q63100990000000,2,外用,Q,浣腸,6,生活リズム型,１日３回起床時と朝と就寝前　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ３カイキショウジトアサトシュウシンマエ　カンチョウ,900
2Q63109090000000,2,外用,Q,浣腸,6,生活リズム型,１日３回起床時と昼と就寝前　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ３カイキショウジトヒルトシュウシンマエ　カンチョウ,900
2Q63190090000000,2,外用,Q,浣腸,6,生活リズム型,１日３回起床時と夕と就寝前　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ３カイキショウジトユウトシュウシンマエ　カンチョウ,900
2Q63099900000000,2,外用,Q,浣腸,6,生活リズム型,１日３回朝昼夕　浣腸,2109,20220725,99999999,0,0,0,0,0,0,１ニチ３カイアサヒルユウ　カンチョウ,900
2Q63109900000000,2,外用,Q,浣腸,6,生活リズム型,１日３回朝昼と就寝前　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ３カイアサヒルトシュウシンマエ　カンチョウ,900
2Q63190900000000,2,外用,Q,浣腸,6,生活リズム型,１日３回朝夕と就寝前　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ３カイアサユウトシュウシンマエ　カンチョウ,900
2Q63199000000000,2,外用,Q,浣腸,6,生活リズム型,１日３回昼夕と就寝前　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ３カイヒルユウトシュウシンマエ　カンチョウ,900
2Q64099990000000,2,外用,Q,浣腸,6,生活リズム型,１日４回起床時と朝昼夕　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ４カイキショウジトアサヒルユウ　カンチョウ,900
2Q64199900000000,2,外用,Q,浣腸,6,生活リズム型,１日４回朝昼夕と就寝前　浣腸,2110,20220725,99999999,0,0,0,0,0,0,１ニチ４カイアサヒルユウトシュウシンマエ　カンチョウ,900
2Q65199990000000,2,外用,Q,浣腸,6,生活リズム型,１日５回起床時と朝昼夕と就寝前　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ５カイキショウジトアサヒルユウトシュウシンマエ　カンチョウ,900
2Q6X000000000000,2,外用,Q,浣腸,6,生活リズム型,１日○回決まった時間帯に浣腸,,20220725,99999999,1,0,1,0,0,0,１ニチマルカイキマッタジカンタイニカンチョウ,900
2Q71000000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日１回　浣腸,2201,20220725,99999999,0,0,0,0,0,0,１ニチ１カイ　カンチョウ,900
2Q72000000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日２回　浣腸,2202,20220725,99999999,0,0,0,0,0,0,１ニチ２カイ　カンチョウ,900
2Q73000000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日３回　浣腸,2203,20220725,99999999,0,0,0,0,0,0,１ニチ３カイ　カンチョウ,900
2Q74000000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日４回　浣腸,2204,20220725,99999999,0,0,0,0,0,0,１ニチ４カイ　カンチョウ,900
2Q75000000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日５回　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ５カイ　カンチョウ,900
2Q76000000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日６回　浣腸,2205,20220725,99999999,0,0,0,0,0,0,１ニチ６カイ　カンチョウ,900
2Q77000000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日７回　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ７カイ　カンチョウ,900
2Q78000000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日８回　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ８カイ　カンチョウ,900
2Q79000000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日９回　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ９カイ　カンチョウ,900
2Q7A000000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日１０回　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ１０カイ　カンチョウ,900
2Q7N000000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日数回　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチスウカイ　カンチョウ,900
2Q73A00000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日３回程度　浣腸,2206,20220725,99999999,0,0,0,0,0,0,１ニチ３カイテイド　カンチョウ,900
2Q74A00000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日４回程度　浣腸,2207,20220725,99999999,0,0,0,0,0,0,１ニチ４カイテイド　カンチョウ,900
2Q75A00000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日５回程度　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ５カイテイド　カンチョウ,900
2Q76A00000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日６回程度　浣腸,2208,20220725,99999999,0,0,0,0,0,0,１ニチ６カイテイド　カンチョウ,900
2Q77A00000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日７回程度　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ７カイテイド　カンチョウ,900
2Q78A00000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日８回程度　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ８カイテイド　カンチョウ,900
2Q79A00000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日９回程度　浣腸,,20230123,99999999,0,0,0,0,0,0,１ニチ９カイテイド　カンチョウ,900
2Q71200000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日１～２回　浣腸,2209,20220725,99999999,0,0,0,0,0,0,１ニチ１～２カイ　カンチョウ,900
2Q71N00000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日１～数回　浣腸,2210,20220725,99999999,0,0,0,0,0,0,１ニチ１～スウカイ　カンチョウ,900
2Q72300000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日２～３回　浣腸,2211,20220725,99999999,0,0,0,0,0,0,１ニチ２～３カイ　カンチョウ,900
2Q73400000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日３～４回　浣腸,2212,20220725,99999999,0,0,0,0,0,0,１ニチ３～４カイ　カンチョウ,900
2Q74500000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日４～５回　浣腸,2213,20220725,99999999,0,0,0,0,0,0,１ニチ４～５カイ　カンチョウ,900
2Q7X000000000000,2,外用,Q,浣腸,7,回数のみ指定型,１日○回　浣腸,,20220725,99999999,1,0,0,0,0,0,１ニチマルカイ　カンチョウ,900
2Q82300000000000,2,外用,Q,浣腸,8,時間間隔指定型,２～３時間毎　浣腸,2301,20220725,99999999,0,0,0,0,0,0,２～３ジカンゴト　カンチョウ,900
2Q84600000000000,2,外用,Q,浣腸,8,時間間隔指定型,４～６時間毎　浣腸,2302,20220725,99999999,0,0,0,0,0,0,４～６ジカンゴト　カンチョウ,900
2Q8X000000000000,2,外用,Q,浣腸,8,時間間隔指定型,○～○時間毎に浣腸,,20220725,99999999,1,0,0,0,1,0,マル～マルジカンゴトニカンチョウ,900
2R50110000000000,2,外用,R,肛門挿入,5,頓用指示型,疼痛時　肛門挿入,2401,20220725,99999999,0,0,0,0,0,0,トウツウジ　コウモンソウニュウ,900
2R50120000000000,2,外用,R,肛門挿入,5,頓用指示型,頭痛時　肛門挿入,2402,20220725,99999999,0,0,0,0,0,0,ズツウジ　コウモンソウニュウ,900
2R50130000000000,2,外用,R,肛門挿入,5,頓用指示型,歯痛時　肛門挿入,2403,20220725,99999999,0,0,0,0,0,0,シツウジ　コウモンソウニュウ,900
2R50140000000000,2,外用,R,肛門挿入,5,頓用指示型,胸痛時　肛門挿入,2404,20220725,99999999,0,0,0,0,0,0,キョウツウジ　コウモンソウニュウ,900
2R50150000000000,2,外用,R,肛門挿入,5,頓用指示型,腹痛時　肛門挿入,2405,20220725,99999999,0,0,0,0,0,0,フクツウジ　コウモンソウニュウ,900
2R50160000000000,2,外用,R,肛門挿入,5,頓用指示型,腰痛時　肛門挿入,2406,20220725,99999999,0,0,0,0,0,0,ヨウツウジ　コウモンソウニュウ,900
2R50170000000000,2,外用,R,肛門挿入,5,頓用指示型,関節痛時　肛門挿入,2407,20220725,99999999,0,0,0,0,0,0,カンセツツウジ　コウモンソウニュウ,900
2R50210000000000,2,外用,R,肛門挿入,5,頓用指示型,喘鳴時　肛門挿入,2408,20220725,99999999,0,0,0,0,0,0,ゼンメイジ　コウモンソウニュウ,900
2R50220000000000,2,外用,R,肛門挿入,5,頓用指示型,喘息発作時　肛門挿入,2409,20220725,99999999,0,0,0,0,0,0,ゼンソクホッサジ　コウモンソウニュウ,900
2R50230000000000,2,外用,R,肛門挿入,5,頓用指示型,喉がゴロゴロする時　肛門挿入,2410,20220725,99999999,0,0,0,0,0,0,ノドガゴロゴロスルトキ　コウモンソウニュウ,900
2R50240000000000,2,外用,R,肛門挿入,5,頓用指示型,しゃっくり時　肛門挿入,2411,20220725,99999999,0,0,0,0,0,0,シャックリジ　コウモンソウニュウ,900
2R50250000000000,2,外用,R,肛門挿入,5,頓用指示型,咳込時　肛門挿入,2412,20220725,99999999,0,0,0,0,0,0,セキコミジ　コウモンソウニュウ,900
2R50310000000000,2,外用,R,肛門挿入,5,頓用指示型,血圧上昇時　肛門挿入,,20220920,99999999,0,0,0,0,0,0,ケツアツジョウショウジ　コウモンソウニュウ,900
2R50312000000000,2,外用,R,肛門挿入,5,頓用指示型,血圧上昇時　肛門挿入　必ず使用,,20220725,99999999,0,0,0,0,0,0,ケツアツジョウショウジ　コウモンソウニュウ　カナラズシヨウ,900
2R50317000000000,2,外用,R,肛門挿入,5,頓用指示型,血圧上昇時（以下の条件の場合）　肛門挿入,2413,20220725,99999999,0,1,0,0,0,0,ケツアツジョウショウジ（イカノジョウケンノバアイ）　コウモンソウニュウ,900
2R50320000000000,2,外用,R,肛門挿入,5,頓用指示型,血糖上昇時　肛門挿入,,20220920,99999999,0,0,0,0,0,0,ケットウジョウショウジ　コウモンソウニュウ,900
2R50322000000000,2,外用,R,肛門挿入,5,頓用指示型,血糖上昇時　肛門挿入　必ず使用,,20220725,99999999,0,0,0,0,0,0,ケットウジョウショウジ　コウモンソウニュウ　カナラズシヨウ,900
2R50327000000000,2,外用,R,肛門挿入,5,頓用指示型,血糖上昇時（以下の条件の場合）　肛門挿入,2414,20220725,99999999,0,1,0,0,0,0,ケットウジョウショウジ（イカノジョウケンノバアイ）　コウモンソウニュウ,900
2R50410000000000,2,外用,R,肛門挿入,5,頓用指示型,便秘時　肛門挿入,2415,20220725,99999999,0,0,0,0,0,0,ベンピジ　コウモンソウニュウ,900
2R50420000000000,2,外用,R,肛門挿入,5,頓用指示型,お腹がゴロゴロする時　肛門挿入,2416,20220725,99999999,0,0,0,0,0,0,オナカガゴロゴロスルトキ　コウモンソウニュウ,900
2R50430000000000,2,外用,R,肛門挿入,5,頓用指示型,下痢時　肛門挿入,2417,20220725,99999999,0,0,0,0,0,0,ゲリジ　コウモンソウニュウ,900
2R50440000000000,2,外用,R,肛門挿入,5,頓用指示型,排便時　肛門挿入,2418,20220725,99999999,0,0,0,0,0,0,ハイベンジ　コウモンソウニュウ,900
2R50450000000000,2,外用,R,肛門挿入,5,頓用指示型,嘔吐時　肛門挿入,2419,20220725,99999999,0,0,0,0,0,0,オウトジ　コウモンソウニュウ,900
2R50460000000000,2,外用,R,肛門挿入,5,頓用指示型,口腔乾燥時　肛門挿入,2420,20220725,99999999,0,0,0,0,0,0,コウクウカンソウジ　コウモンソウニュウ,900
2R50470000000000,2,外用,R,肛門挿入,5,頓用指示型,吐き気時　肛門挿入,2421,20220725,99999999,0,0,0,0,0,0,ハキケジ　コウモンソウニュウ,900
2R50480000000000,2,外用,R,肛門挿入,5,頓用指示型,空腹時　肛門挿入,2422,20220725,99999999,0,0,0,0,0,0,クウフクジ　コウモンソウニュウ,900
2R50490000000000,2,外用,R,肛門挿入,5,頓用指示型,出血時　肛門挿入,2423,20220725,99999999,0,0,0,0,0,0,シュッケツジ　コウモンソウニュウ,900
2R50510000000000,2,外用,R,肛門挿入,5,頓用指示型,乏尿時　肛門挿入,,20220920,99999999,0,0,0,0,0,0,ボウニョウジ　コウモンソウニュウ,900
2R50512000000000,2,外用,R,肛門挿入,5,頓用指示型,乏尿時　肛門挿入　必ず使用,,20220725,99999999,0,0,0,0,0,0,ボウニョウジ　コウモンソウニュウ　カナラズシヨウ,900
2R50515000000000,2,外用,R,肛門挿入,5,頓用指示型,乏尿時（以下の条件の場合）　肛門挿入,2424,20220725,99999999,0,1,0,0,0,0,ボウニョウジ（イカノジョウケンノバアイ）　コウモンソウニュウ,900
2R50520000000000,2,外用,R,肛門挿入,5,頓用指示型,多尿時　肛門挿入,2425,20220725,99999999,0,0,0,0,0,0,タニョウジ　コウモンソウニュウ,900
2R50530000000000,2,外用,R,肛門挿入,5,頓用指示型,むくみ時　肛門挿入,2426,20220725,99999999,0,0,0,0,0,0,ムクミジ　コウモンソウニュウ,900
2R50610000000000,2,外用,R,肛門挿入,5,頓用指示型,不眠時　肛門挿入,2427,20220725,99999999,0,0,0,0,0,0,フミンジ　コウモンソウニュウ,900
2R50620000000000,2,外用,R,肛門挿入,5,頓用指示型,不安時　肛門挿入,2428,20220725,99999999,0,0,0,0,0,0,フアンジ　コウモンソウニュウ,900
2R50630000000000,2,外用,R,肛門挿入,5,頓用指示型,不穏時　肛門挿入,2429,20220725,99999999,0,0,0,0,0,0,フオンジ　コウモンソウニュウ,900
2R50640000000000,2,外用,R,肛門挿入,5,頓用指示型,いらいら時　肛門挿入,2430,20220725,99999999,0,0,0,0,0,0,イライラジ　コウモンソウニュウ,900
2R50650000000000,2,外用,R,肛門挿入,5,頓用指示型,けいれん時　肛門挿入,2431,20220725,99999999,0,0,0,0,0,0,ケイレンジ　コウモンソウニュウ,900
2R50660000000000,2,外用,R,肛門挿入,5,頓用指示型,めまい時　肛門挿入,2432,20220725,99999999,0,0,0,0,0,0,メマイジ　コウモンソウニュウ,900
2R50670000000000,2,外用,R,肛門挿入,5,頓用指示型,疲労時　肛門挿入,2433,20220725,99999999,0,0,0,0,0,0,ヒロウジ　コウモンソウニュウ,900
2R50710000000000,2,外用,R,肛門挿入,5,頓用指示型,発熱時　肛門挿入,,20220920,99999999,0,0,0,0,0,0,ハツネツジ　コウモンソウニュウ,900
2R50712000000000,2,外用,R,肛門挿入,5,頓用指示型,発熱時　肛門挿入　必ず使用,,20220725,99999999,0,0,0,0,0,0,ハツネツジ　コウモンソウニュウ　カナラズシヨウ,900
2R50717000000000,2,外用,R,肛門挿入,5,頓用指示型,発熱時（以下の条件の場合）　肛門挿入,2434,20220725,99999999,0,1,0,0,0,0,ハツネツジ（イカノジョウケンノバアイ）　コウモンソウニュウ,900
2R50720000000000,2,外用,R,肛門挿入,5,頓用指示型,悪寒時　肛門挿入,2435,20220725,99999999,0,0,0,0,0,0,オカンジ　コウモンソウニュウ,900
2R50810000000000,2,外用,R,肛門挿入,5,頓用指示型,かゆい時　肛門挿入,2436,20220725,99999999,0,0,0,0,0,0,カユイトキ　コウモンソウニュウ,900
2R50820000000000,2,外用,R,肛門挿入,5,頓用指示型,発疹時　肛門挿入,2437,20220725,99999999,0,0,0,0,0,0,ホッシンジ　コウモンソウニュウ,900
2R50910000000000,2,外用,R,肛門挿入,5,頓用指示型,発作時　肛門挿入,2438,20220725,99999999,0,0,0,0,0,0,ホッサジ　コウモンソウニュウ,900
2R50920000000000,2,外用,R,肛門挿入,5,頓用指示型,症状ある時　肛門挿入,2439,20220725,99999999,0,0,0,0,0,0,ショウジョウアルトキ　コウモンソウニュウ,900
2R50A12000000000,2,外用,R,肛門挿入,5,頓用指示型,検査前　肛門挿入,,20230123,99999999,0,0,0,0,0,0,ケンサマエ　コウモンソウニュウ,900
2R50A22000000000,2,外用,R,肛門挿入,5,頓用指示型,検査時　肛門挿入,,20230123,99999999,0,0,0,0,0,0,ケンサジ　コウモンソウニュウ,900
2R50A32000000000,2,外用,R,肛門挿入,5,頓用指示型,検査後　肛門挿入,,20230123,99999999,0,0,0,0,0,0,ケンサゴ　コウモンソウニュウ,900
2R50B10000000000,2,外用,R,肛門挿入,5,頓用指示型,起床時　肛門挿入,2448,20220725,99999999,0,0,0,0,0,0,キショウジ　コウモンソウニュウ,900
2R50B20000000000,2,外用,R,肛門挿入,5,頓用指示型,入浴前　肛門挿入,2449,20220725,99999999,0,0,0,0,0,0,ニュウヨクマエ　コウモンソウニュウ,900
2R50B30000000000,2,外用,R,肛門挿入,5,頓用指示型,食事前　肛門挿入,2450,20220725,99999999,0,0,0,0,0,0,ショクジマエ　コウモンソウニュウ,900
2R50B40000000000,2,外用,R,肛門挿入,5,頓用指示型,食事後　肛門挿入,2451,20220725,99999999,0,0,0,0,0,0,ショクジゴ　コウモンソウニュウ,900
2R50B50000000000,2,外用,R,肛門挿入,5,頓用指示型,就寝前　肛門挿入,2452,20220725,99999999,0,0,0,0,0,0,シュウシンマエ　コウモンソウニュウ,900
2R50B60000000000,2,外用,R,肛門挿入,5,頓用指示型,外出時　肛門挿入,2453,20220725,99999999,0,0,0,0,0,0,ガイシュツジ　コウモンソウニュウ,900
2R50B70000000000,2,外用,R,肛門挿入,5,頓用指示型,哺乳時　肛門挿入,2454,20220725,99999999,0,0,0,0,0,0,ホニュウジ　コウモンソウニュウ,900
2R50W10000000000,2,外用,R,肛門挿入,5,頓用指示型,必要時　肛門挿入,2455,20220725,99999999,0,0,0,0,0,0,ヒツヨウジ　コウモンソウニュウ,900
2R50W20000000000,2,外用,R,肛門挿入,5,頓用指示型,適宜　肛門挿入,2456,20220725,99999999,0,0,0,0,0,0,テキギ　コウモンソウニュウ,900
2R5X000000000000,2,外用,R,肛門挿入,5,頓用指示型,体の状態に応じて肛門挿入,,20220725,99999999,1,1,0,0,0,0,カラダノジョウタイニオウジテコウモンソウニュウ,900
2R61000090000000,2,外用,R,肛門挿入,6,生活リズム型,１日１回起床時　肛門挿入,2101,20220725,99999999,0,0,0,0,0,0,１ニチ１カイキショウジ　コウモンソウニュウ,900
2R61000900000000,2,外用,R,肛門挿入,6,生活リズム型,１日１回朝　肛門挿入,2102,20220725,99999999,0,0,0,0,0,0,１ニチ１カイアサ　コウモンソウニュウ,900
2R61000A00000000,2,外用,R,肛門挿入,6,生活リズム型,１日１回午前　肛門挿入,,20230123,99999999,0,0,0,0,0,0,１ニチ１カイゴゼン　コウモンソウニュウ,900
2R61009000000000,2,外用,R,肛門挿入,6,生活リズム型,１日１回昼　肛門挿入,2103,20220725,99999999,0,0,0,0,0,0,１ニチ１カイヒル　コウモンソウニュウ,900
2R61090000000000,2,外用,R,肛門挿入,6,生活リズム型,１日１回夕　肛門挿入,2104,20220725,99999999,0,0,0,0,0,0,１ニチ１カイユウ　コウモンソウニュウ,900
2R610A0000000000,2,外用,R,肛門挿入,6,生活リズム型,１日１回午後　肛門挿入,,20230123,99999999,0,0,0,0,0,0,１ニチ１カイゴゴ　コウモンソウニュウ,900
2R61100000000000,2,外用,R,肛門挿入,6,生活リズム型,１日１回就寝時　肛門挿入,2105,20220725,99999999,0,0,0,0,0,0,１ニチ１カイシュウシンジ　コウモンソウニュウ,900
2R62000990000000,2,外用,R,肛門挿入,6,生活リズム型,１日２回起床時と朝　肛門挿入,,20230123,99999999,0,0,0,0,0,0,１ニチ２カイキショウジトアサ　コウモンソウニュウ,900
2R62009090000000,2,外用,R,肛門挿入,6,生活リズム型,１日２回起床時と昼　肛門挿入,,20230123,99999999,0,0,0,0,0,0,１ニチ２カイキショウジトヒル　コウモンソウニュウ,900
2R62090090000000,2,外用,R,肛門挿入,6,生活リズム型,１日２回起床時と夕　肛門挿入,,20230123,99999999,0,0,0,0,0,0,１ニチ２カイキショウジトユウ　コウモンソウニュウ,900
2R62100090000000,2,外用,R,肛門挿入,6,生活リズム型,１日２回起床時と就寝前　肛門挿入,,20230123,99999999,0,0,0,0,0,0,１ニチ２カイキショウジトシュウシンマエ　コウモンソウニュウ,900
2R62009900000000,2,外用,R,肛門挿入,6,生活リズム型,１日２回朝昼　肛門挿入,,20230123,99999999,0,0,0,0,0,0,１ニチ２カイアサヒル　コウモンソウニュウ,900
2R62090900000000,2,外用,R,肛門挿入,6,生活リズム型,１日２回朝夕　肛門挿入,2106,20220725,99999999,0,0,0,0,0,0,１ニチ２カイアサユウ　コウモンソウニュウ,900
